onset	duration	trial_type	direction	soundTarget	fixationTarget	event	block	keyName
5.334989	1.200744	static	-1	0	0	1	1	n/a
6.666496	0.600401	static	-1	1	0	2	1	n/a
7.384788	1.20046	static	-1	0	0	3	1	n/a
8.060304	0	response	n/a	n/a	n/a	n/a	n/a	c
8.709371000000001	1.200305	static	-1	0	0	4	1	n/a
10.04493	1.199646	static	-1	0	0	5	1	n/a
11.370278	1.199922	static	-1	0	0	6	1	n/a
12.683574	1.199937	static	-1	0	0	7	1	n/a
14.001734	1.199929	static	-1	0	0	8	1	n/a
15.319117	1.200271	static	-1	0	0	9	1	n/a
16.637485	1.199739	static	-1	0	0	10	1	n/a
17.954679	1.199925	static	-1	0	0	11	1	n/a
19.273355	1.199936	static	-1	0	1	12	1	n/a
20.012316	0	response	n/a	n/a	n/a	n/a	n/a	c
26.598282	1.199934	motion	180	0	0	1	2	n/a
27.929967	1.199959	motion	0	0	0	2	2	n/a
29.247167	1.199952	motion	180	0	0	3	2	n/a
30.56487	1.200286	motion	0	0	1	4	2	n/a
31.364374	0	response	n/a	n/a	n/a	n/a	n/a	c
31.886089	1.199757	motion	180	0	0	5	2	n/a
33.200423	0.600155	motion	0	1	0	6	2	n/a
33.917382	1.199754	motion	180	0	0	7	2	n/a
34.476353	0	response	n/a	n/a	n/a	n/a	n/a	c
35.236471	1.199944	motion	0	0	0	8	2	n/a
36.553562	1.199958	motion	180	0	0	9	2	n/a
37.87096	1.199744	motion	0	0	0	10	2	n/a
39.188769	1.200297	motion	180	0	0	11	2	n/a
40.506823	1.199763	motion	0	0	0	12	2	n/a
47.825375	1.200275	static	-1	0	0	1	3	n/a
49.147556	1.199918	static	-1	0	0	2	3	n/a
50.465065	1.199928	static	-1	0	0	3	3	n/a
51.782456	1.199934	static	-1	0	0	4	3	n/a
53.100484	1.199745	static	-1	0	0	5	3	n/a
54.417684	1.200254	static	-1	0	1	6	3	n/a
55.028272	0	response	n/a	n/a	n/a	n/a	n/a	c
55.73889	1.199934	static	-1	0	0	7	3	n/a
57.053245	1.19992	static	-1	0	0	8	3	n/a
58.370944	1.199935	static	-1	0	0	9	3	n/a
59.688656	0.599619	static	-1	1	0	10	3	n/a
60.406047	1.200257	static	-1	0	0	11	3	n/a
60.908344	0	response	n/a	n/a	n/a	n/a	n/a	c
61.724715	1.199748	static	-1	0	0	12	3	n/a
69.042213	1.19977	motion	180	0	0	1	4	n/a
70.36418	1.199772	motion	0	0	0	2	4	n/a
71.681701	1.200459	motion	180	0	0	3	4	n/a
72.999728	0.600142	motion	0	1	0	4	4	n/a
73.71699	1.199957	motion	180	0	0	5	4	n/a
74.100329	0	response	n/a	n/a	n/a	n/a	n/a	c
75.03579000000001	1.199953	motion	0	0	0	6	4	n/a
76.352542	1.200268	motion	180	0	0	7	4	n/a
77.670248	1.199774	motion	0	0	0	8	4	n/a
78.988726	1.200257	motion	180	0	0	9	4	n/a
80.306105	1.199963	motion	0	0	0	10	4	n/a
81.625226	1.199953	motion	180	0	0	11	4	n/a
82.941344	1.200268	motion	0	0	1	12	4	n/a
83.532318	0	response	n/a	n/a	n/a	n/a	n/a	c
90.261199	1.19993	static	-1	0	0	1	5	n/a
91.58144299999999	1.200245	static	-1	0	0	2	5	n/a
92.899148	1.199751	static	-1	0	0	3	5	n/a
94.216674	1.19993	static	-1	0	0	4	5	n/a
95.53469200000001	1.199936	static	-1	0	0	5	5	n/a
96.852222	1.199931	static	-1	0	0	6	5	n/a
98.17024499999999	1.200245	static	-1	0	0	7	5	n/a
99.488269	1.199749	static	-1	0	0	8	5	n/a
100.805794	1.199931	static	-1	0	1	9	5	n/a
101.364346	0	response	n/a	n/a	n/a	n/a	n/a	c
102.124903	0.600129	static	-1	1	0	10	5	n/a
102.840902	1.199928	static	-1	0	0	11	5	n/a
103.228367	0	response	n/a	n/a	n/a	n/a	n/a	c
104.159554	1.199935	static	-1	0	0	12	5	n/a
111.478456	1.199951	motion	180	0	0	1	6	n/a
112.798702	1.199957	motion	0	0	0	2	6	n/a
114.117049	0.600144	motion	180	1	0	3	6	n/a
114.833679	1.199769	motion	0	0	1	4	6	n/a
115.268375	0	response	n/a	n/a	n/a	n/a	n/a	c
116.152788	1.199771	motion	180	0	0	5	6	n/a
117.469356	1.200274	motion	0	0	0	6	6	n/a
118.787066	1.199954	motion	180	0	0	7	6	n/a
120.105224	1.19995	motion	0	0	0	8	6	n/a
121.422606	1.200279	motion	180	0	0	9	6	n/a
122.740003	1.199769	motion	0	0	0	10	6	n/a
124.057839	1.200274	motion	180	0	0	11	6	n/a
125.37555	1.199954	motion	0	0	0	12	6	n/a
132.693813	1.200436	static	-1	0	0	1	7	n/a
134.015958	1.199939	static	-1	0	0	2	7	n/a
135.333808	1.199927	static	-1	0	0	3	7	n/a
136.651507	1.200255	static	-1	0	0	4	7	n/a
137.969538	1.199748	static	-1	0	1	5	7	n/a
138.540364	0	response	n/a	n/a	n/a	n/a	n/a	c
139.288645	1.199927	static	-1	0	0	6	7	n/a
140.605403	1.199931	static	-1	0	0	7	7	n/a
141.922608	1.199928	static	-1	0	0	8	7	n/a
143.240626	1.200256	static	-1	0	0	9	7	n/a
144.558342	1.199745	static	-1	0	0	10	7	n/a
145.875542	1.199927	static	-1	0	0	11	7	n/a
147.193569	0.599629	static	-1	1	0	12	7	n/a
153.911259	1.199774	motion	0	0	0	1	8	n/a
155.233864	1.199953	motion	180	0	0	2	8	n/a
156.551248	0.59965	motion	0	1	0	3	8	n/a
157.268965	1.19995	motion	180	0	1	4	8	n/a
157.644358	0	response	n/a	n/a	n/a	n/a	n/a	c
158.586991	1.199957	motion	0	0	0	5	8	n/a
159.904385	1.199765	motion	180	0	0	6	8	n/a
161.221583	1.200276	motion	0	0	0	7	8	n/a
162.539296	1.199777	motion	180	0	0	8	8	n/a
163.857459	1.199943	motion	0	0	0	9	8	n/a
165.175475	1.199958	motion	180	0	0	10	8	n/a
166.493189	1.199772	motion	0	0	0	11	8	n/a
167.810395	1.200266	motion	180	0	0	12	8	n/a
175.129796	1.199743	static	-1	0	0	1	9	n/a
176.450804	1.200252	static	-1	0	0	2	9	n/a
177.768516	1.199934	static	-1	0	0	3	9	n/a
179.08668	1.199921	static	-1	0	0	4	9	n/a
180.404061	1.199936	static	-1	0	0	5	9	n/a
181.722092	1.19975	static	-1	0	0	6	9	n/a
183.039934	1.200239	static	-1	0	0	7	9	n/a
184.356999	1.199938	static	-1	0	0	8	9	n/a
185.675166	1.199931	static	-1	0	0	9	9	n/a
186.992547	1.199936	static	-1	0	0	10	9	n/a
188.310579	1.199749	static	-1	0	1	11	9	n/a
188.988339	0	response	n/a	n/a	n/a	n/a	n/a	c
189.62969	0.600123	static	-1	1	0	12	9	n/a
196.346244	1.19995	motion	180	0	0	1	10	n/a
197.667752	0.6001570000000001	motion	0	1	0	2	10	n/a
198.38566	1.200268	motion	180	0	0	3	10	n/a
198.716356	0	response	n/a	n/a	n/a	n/a	n/a	c
199.705271	1.199773	motion	0	0	0	4	10	n/a
201.021209	1.200263	motion	180	0	0	5	10	n/a
202.339228	1.199958	motion	0	0	0	6	10	n/a
203.656438	1.199954	motion	180	0	0	7	10	n/a
204.974144	1.200269	motion	0	0	0	8	10	n/a
206.291851	1.199771	motion	180	0	0	9	10	n/a
207.609693	1.199773	motion	0	0	1	10	10	n/a
208.156369	0	response	n/a	n/a	n/a	n/a	n/a	c
208.928485	1.200457	motion	180	0	0	11	10	n/a
210.245558	1.199954	motion	0	0	0	12	10	n/a
217.563367	1.199935	static	-1	0	0	1	11	n/a
218.885975	1.199931	static	-1	0	0	2	11	n/a
220.203046	1.200244	static	-1	0	0	3	11	n/a
221.521387	1.199749	static	-1	0	1	4	11	n/a
222.164357	0	response	n/a	n/a	n/a	n/a	n/a	c
222.839863	1.19993	static	-1	0	0	5	11	n/a
224.156433	1.200432	static	-1	0	0	6	11	n/a
225.474139	1.199924	static	-1	0	0	7	11	n/a
226.791839	1.199754	static	-1	0	0	8	11	n/a
228.110317	1.200253	static	-1	0	0	9	11	n/a
229.428981	1.199749	static	-1	0	0	10	11	n/a
230.745233	1.199927	static	-1	0	0	11	11	n/a
232.063257	0.59981	static	-1	1	0	12	11	n/a
238.781262	1.199956	motion	0	0	1	1	12	n/a
239.428372	0	response	n/a	n/a	n/a	n/a	n/a	c
240.104187	1.199943	motion	180	0	0	2	12	n/a
241.420933	1.199957	motion	0	0	0	3	12	n/a
242.738645	1.199773	motion	180	0	0	4	12	n/a
244.056487	1.200264	motion	0	0	0	5	12	n/a
245.373872	1.199957	motion	180	0	0	6	12	n/a
246.692352	1.199952	motion	0	0	0	7	12	n/a
248.009732	0.599835	motion	180	1	0	8	12	n/a
248.727135	1.19995	motion	0	0	0	9	12	n/a
249.148346	0	response	n/a	n/a	n/a	n/a	n/a	c
250.045158	1.199957	motion	180	0	0	10	12	n/a
251.362234	1.199766	motion	0	0	0	11	12	n/a
252.67975	1.200272	motion	180	0	0	12	12	n/a
259.997884	1.199746	static	-1	0	0	1	13	n/a
261.321117	1.199926	static	-1	0	0	2	13	n/a
262.638191	1.199931	static	-1	0	0	3	13	n/a
263.955713	1.199928	static	-1	0	0	4	13	n/a
265.273731	1.200255	static	-1	0	0	5	13	n/a
266.591763	1.199745	static	-1	0	0	6	13	n/a
267.908964	1.200249	static	-1	0	0	7	13	n/a
269.226673	1.199934	static	-1	0	0	8	13	n/a
270.544837	1.199921	static	-1	0	0	9	13	n/a
271.862531	1.200255	static	-1	0	0	10	13	n/a
273.180246	1.199751	static	-1	0	1	11	13	n/a
273.740366	0	response	n/a	n/a	n/a	n/a	n/a	c
274.499041	0.600121	static	-1	1	0	12	13	n/a
275.692326	0	response	n/a	n/a	n/a	n/a	n/a	c
281.216727	1.200267	motion	180	0	0	1	14	n/a
282.52364	0.599643	motion	0	1	0	2	14	n/a
283.238493	1.200275	motion	180	0	0	3	14	n/a
283.604367	0	response	n/a	n/a	n/a	n/a	n/a	c
284.556841	1.199776	motion	0	0	0	4	14	n/a
285.873733	1.199943	motion	180	0	0	5	14	n/a
287.191432	1.199952	motion	0	0	0	6	14	n/a
288.509139	1.199777	motion	180	0	0	7	14	n/a
289.827937	1.200258	motion	0	0	0	8	14	n/a
291.144681	1.199783	motion	180	0	0	9	14	n/a
292.46285	1.199953	motion	0	0	0	10	14	n/a
293.780232	1.199958	motion	180	0	0	11	14	n/a
295.097628	1.199771	motion	0	0	1	12	14	n/a
295.748344	0	response	n/a	n/a	n/a	n/a	n/a	c
302.417155	1.199935	static	-1	0	0	1	15	n/a
303.738359	1.19975	static	-1	0	0	2	15	n/a
305.055883	1.200241	static	-1	0	0	3	15	n/a
306.373903	1.199934	static	-1	0	0	4	15	n/a
307.691431	1.19993	static	-1	0	0	5	15	n/a
309.009447	0.599813	static	-1	1	0	6	15	n/a
309.726532	1.199927	static	-1	0	1	7	15	n/a
310.148403	0	response	n/a	n/a	n/a	n/a	n/a	c
311.045502	1.200256	static	-1	0	0	8	15	n/a
312.361947	1.199744	static	-1	0	0	9	15	n/a
313.679781	1.200249	static	-1	0	0	10	15	n/a
314.997491	1.199933	static	-1	0	0	11	15	n/a
316.315337	1.19992	static	-1	0	0	12	15	n/a
323.633459	1.199954	motion	0	0	0	1	16	n/a
324.955425	1.19995	motion	180	0	1	2	16	n/a
325.732342	0	response	n/a	n/a	n/a	n/a	n/a	c
326.274078	1.20027	motion	0	0	0	3	16	n/a
327.59115	1.199775	motion	180	0	0	4	16	n/a
328.908993	1.19995	motion	0	0	0	5	16	n/a
330.226702	1.199956	motion	180	0	0	6	16	n/a
331.544232	1.199944	motion	0	0	0	7	16	n/a
332.861926	1.200277	motion	180	0	0	8	16	n/a
334.17964	1.199775	motion	0	0	0	9	16	n/a
335.497801	1.199942	motion	180	0	0	10	16	n/a
336.815811	1.199965	motion	0	0	0	11	16	n/a
338.133348	0.59982	motion	180	1	0	12	16	n/a
339.100365	0	response	n/a	n/a	n/a	n/a	n/a	c
344.852303	1.19993	static	-1	0	0	1	17	n/a
346.159032	1.200431	static	-1	0	0	2	17	n/a
347.473881	1.199932	static	-1	0	0	3	17	n/a
348.792858	1.199747	static	-1	0	0	4	17	n/a
350.109424	1.200252	static	-1	0	0	5	17	n/a
351.427452	1.199931	static	-1	0	0	6	17	n/a
352.745292	1.199927	static	-1	0	1	7	17	n/a
353.236348	0	response	n/a	n/a	n/a	n/a	n/a	c
354.064585	0.59981	static	-1	1	0	8	17	n/a
354.780258	1.199935	static	-1	0	0	9	17	n/a
355.148315	0	response	n/a	n/a	n/a	n/a	n/a	c
356.098924	1.199748	static	-1	0	0	10	17	n/a
357.415812	1.200234	static	-1	0	0	11	17	n/a
358.733508	1.199758	static	-1	0	0	12	17	n/a
366.051464	1.200264	motion	180	0	0	1	18	n/a
367.373611	1.199957	motion	0	0	0	2	18	n/a
368.691456	1.199953	motion	180	0	0	3	18	n/a
370.009154	1.199951	motion	0	0	0	4	18	n/a
371.327177	1.19978	motion	180	0	0	5	18	n/a
372.644391	1.200264	motion	0	0	0	6	18	n/a
373.962412	0.599647	motion	180	1	0	7	18	n/a
374.679809	1.200272	motion	0	0	0	8	18	n/a
375.196378	0	response	n/a	n/a	n/a	n/a	n/a	c
375.997836	1.199956	motion	180	0	1	9	18	n/a
376.516351	0	response	n/a	n/a	n/a	n/a	n/a	c
377.316	1.199944	motion	0	0	0	10	18	n/a
378.632742	1.200277	motion	180	0	0	11	18	n/a
379.951726	1.199774	motion	0	0	0	12	18	n/a
387.268714	1.200255	static	-1	0	1	1	19	n/a
387.820345	0	response	n/a	n/a	n/a	n/a	n/a	c
388.59246	0.600121	static	-1	1	0	2	19	n/a
389.308138	1.199749	static	-1	0	0	3	19	n/a
389.74834	0	response	n/a	n/a	n/a	n/a	n/a	c
390.627249	1.199751	static	-1	0	0	4	19	n/a
391.943501	1.200433	static	-1	0	0	5	19	n/a
393.261843	1.199932	static	-1	0	0	6	19	n/a
394.578916	1.199746	static	-1	0	0	7	19	n/a
395.897068	1.200253	static	-1	0	0	8	19	n/a
397.21478	1.199749	static	-1	0	0	9	19	n/a
398.532619	1.199934	static	-1	0	0	10	19	n/a
399.850009	1.199933	static	-1	0	0	11	19	n/a
401.168035	1.199745	static	-1	0	0	12	19	n/a
408.486298	1.199954	motion	180	0	0	1	20	n/a
409.809719	0.600146	motion	0	1	0	2	20	n/a
410.526032	1.199772	motion	180	0	0	3	20	n/a
410.804333	0	response	n/a	n/a	n/a	n/a	n/a	c
411.844508	1.200265	motion	0	0	0	4	20	n/a
413.160942	1.199775	motion	180	0	0	5	20	n/a
414.479104	1.199952	motion	0	0	0	6	20	n/a
415.796484	1.199958	motion	180	0	0	7	20	n/a
417.114515	1.199771	motion	0	0	0	8	20	n/a
418.432355	1.200265	motion	180	0	1	9	20	n/a
418.964365	0	response	n/a	n/a	n/a	n/a	n/a	c
419.751329	1.199773	motion	0	0	0	10	20	n/a
421.06822	1.199953	motion	180	0	0	11	20	n/a
422.385109	1.200452	motion	0	0	0	12	20	n/a
429.703557	1.19993	static	-1	0	0	1	21	n/a
431.026017	1.199936	static	-1	0	0	2	21	n/a
432.343731	0.599618	static	-1	1	0	3	21	n/a
433.061121	1.200255	static	-1	0	0	4	21	n/a
433.308335	0	response	n/a	n/a	n/a	n/a	n/a	c
434.379471	1.199744	static	-1	0	0	5	21	n/a
435.696353	1.200249	static	-1	0	0	6	21	n/a
437.014062	1.199934	static	-1	0	0	7	21	n/a
438.332227	1.199921	static	-1	0	0	8	21	n/a
439.650238	1.200254	static	-1	0	1	9	21	n/a
440.180363	0	response	n/a	n/a	n/a	n/a	n/a	c
440.96827	1.199751	static	-1	0	0	10	21	n/a
442.285161	1.20024	static	-1	0	0	11	21	n/a
443.602862	1.199934	static	-1	0	0	12	21	n/a
450.920806	1.19995	motion	180	0	0	1	22	n/a
452.242951	1.199964	motion	0	0	0	2	22	n/a
453.560488	1.199943	motion	180	0	0	3	22	n/a
454.8785	1.200276	motion	0	0	0	4	22	n/a
456.196213	1.199775	motion	180	0	0	5	22	n/a
457.514057	0.600143	motion	0	1	0	6	22	n/a
458.231319	1.199771	motion	180	0	0	7	22	n/a
458.604377	0	response	n/a	n/a	n/a	n/a	n/a	c
459.55011	1.199949	motion	0	0	0	8	22	n/a
460.866864	1.199955	motion	180	0	0	9	22	n/a
462.184572	1.199767	motion	0	0	0	10	22	n/a
463.502089	1.200276	motion	180	0	0	11	22	n/a
464.819801	1.199769	motion	0	0	1	12	22	n/a
465.244345	0	response	n/a	n/a	n/a	n/a	n/a	c
472.139646	1.200252	static	-1	0	0	1	23	n/a
473.460531	1.199931	static	-1	0	0	2	23	n/a
474.779006	1.199927	static	-1	0	0	3	23	n/a
476.09576	1.199932	static	-1	0	0	4	23	n/a
477.413468	1.199745	static	-1	0	0	5	23	n/a
478.731621	1.200252	static	-1	0	0	6	23	n/a
480.049332	1.199931	static	-1	0	0	7	23	n/a
481.366852	1.199927	static	-1	0	0	8	23	n/a
482.684875	1.199934	static	-1	0	0	9	23	n/a
484.002269	1.199743	static	-1	0	1	10	23	n/a
484.452345	0	response	n/a	n/a	n/a	n/a	n/a	c
485.32169	0.600131	static	-1	1	0	11	23	n/a
486.037374	1.199748	static	-1	0	0	12	23	n/a
486.236366	0	response	n/a	n/a	n/a	n/a	n/a	c
493.356772	1.199771	motion	0	0	0	1	24	n/a
494.678105	1.200264	motion	180	0	0	2	24	n/a
495.99549	1.199956	motion	0	0	0	3	24	n/a
497.313016	1.199953	motion	180	0	1	4	24	n/a
497.924346	0	response	n/a	n/a	n/a	n/a	n/a	c
498.632762	1.20045	motion	0	0	0	5	24	n/a
499.949382	1.199769	motion	180	0	0	6	24	n/a
501.266268	1.199771	motion	0	0	0	7	24	n/a
502.584106	1.200459	motion	180	0	0	8	24	n/a
503.901815	0.600142	motion	0	1	0	9	24	n/a
504.619394	1.199957	motion	180	0	0	10	24	n/a
504.812343	0	response	n/a	n/a	n/a	n/a	n/a	c
505.938828	1.199953	motion	0	0	0	11	24	n/a
507.254628	1.200267	motion	180	0	0	12	24	n/a
514.57353	1.199921	static	-1	0	0	1	25	n/a
515.895033	1.200254	static	-1	0	0	2	25	n/a
517.212747	0.599622	static	-1	1	0	3	25	n/a
517.930141	1.200253	static	-1	0	0	4	25	n/a
518.220313	0	response	n/a	n/a	n/a	n/a	n/a	c
519.2488049999999	1.199749	static	-1	0	0	5	25	n/a
520.566326	1.199926	static	-1	0	0	6	25	n/a
521.8833990000001	1.199924	static	-1	0	0	7	25	n/a
523.201099	1.199753	static	-1	0	0	8	25	n/a
524.518624	1.200254	static	-1	0	0	9	25	n/a
525.8369719999999	1.199746	static	-1	0	0	10	25	n/a
527.154174	1.199927	static	-1	0	0	11	25	n/a
528.4718810000001	1.199934	static	-1	0	1	12	25	n/a
528.972321	0	response	n/a	n/a	n/a	n/a	n/a	c
535.79205	1.199949	motion	180	0	0	1	26	n/a
537.112613	1.199955	motion	0	0	0	2	26	n/a
538.4300040000001	1.199768	motion	180	0	0	3	26	n/a
539.747839	1.200275	motion	0	0	0	4	26	n/a
541.065551	1.199954	motion	180	0	0	5	26	n/a
542.383389	0.600152	motion	0	1	0	6	26	n/a
543.100658	1.199953	motion	180	0	0	7	26	n/a
543.452348	0	response	n/a	n/a	n/a	n/a	n/a	c
544.419452	1.200452	motion	0	0	0	8	26	n/a
545.736708	1.199768	motion	180	0	0	9	26	n/a
547.053911	1.199771	motion	0	0	0	10	26	n/a
548.371748	1.200274	motion	180	0	0	11	26	n/a
549.6894579999999	1.199953	motion	0	0	1	12	26	n/a
550.22833	0	response	n/a	n/a	n/a	n/a	n/a	c
